NAICs;METRO;STATE;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
522320;Flint, MI;MI;29;29;21;16;0;0;0;0;0;0;*
54151;Flint, MI;MI;797;844;943;981;1003;1042;1241;1432;1581;1784;1756
611420;Flint, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Flint, MI;MI;21;16;16;14;0;0;0;0;0;0;*
811213;Flint, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Grand Rapids-Wyoming, MI;MI;346130;343003;369525;376458;378710;379102;340685;336096;340817;346409;357312
11;Grand Rapids-Wyoming, MI;MI;3184;3324;3163;3332;3174;3095;3073;3058;3016;0;3237
323115;Grand Rapids-Wyoming, MI;MI;0;0;6;0;0;0;0;0;0;*;*
33411;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Grand Rapids-Wyoming, MI;MI;0;0;0;0;*;*;*;*;*;*;*
423430;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;415;0;697;0;0;*
443120;Grand Rapids-Wyoming, MI;MI;0;0;377;353;345;334;0;325;398;0;*
454111;Grand Rapids-Wyoming, MI;MI;702;0;0;751;0;0;0;0;0;0;*
51;Grand Rapids-Wyoming, MI;MI;4194;4400;4750;5145;5496;5531;5442;5559;6151;5778;5714
511210;Grand Rapids-Wyoming, MI;MI;144;136;147;220;216;272;254;245;247;0;166
518;Grand Rapids-Wyoming, MI;MI;193;0;171;247;388;445;459;382;351;0;265
519130;Grand Rapids-Wyoming, MI;MI;0;0;28;30;*;*;*;*;*;*;*
52;Grand Rapids-Wyoming, MI;MI;14086;14266;14888;16741;17211;16608;16154;15479;15025;14877;17163
522320;Grand Rapids-Wyoming, MI;MI;0;0;0;5;6;0;30;4;14;0;*
54151;Grand Rapids-Wyoming, MI;MI;0;0;0;1539;0;0;1458;1697;0;0;1938
611420;Grand Rapids-Wyoming, MI;MI;0;0;0;3;3;0;0;5;0;0;*
811212;Grand Rapids-Wyoming, MI;MI;98;126;120;0;0;108;96;89;82;0;*
811213;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;6;0;*
10;Holland-Grand Haven, MI;MI;87044;86190;107181;109725;111724;112804;98980;97712;99856;103743;107292
11;Holland-Grand Haven, MI;MI;3949;3931;3630;3679;3761;3439;3341;3126;3287;3351;3178
323115;Holland-Grand Haven, MI;MI;*;*;0;0;0;0;0;0;0;0;*
423430;Holland-Grand Haven, MI;MI;0;51;57;59;66;64;60;34;33;33;35
425110;Holland-Grand Haven, MI;MI;0;0;0;0;0;13;17;18;20;20;29
443120;Holland-Grand Haven, MI;MI;68;50;55;72;76;66;70;74;84;112;100
454111;Holland-Grand Haven, MI;MI;13;19;27;19;0;0;0;0;0;0;*
51;Holland-Grand Haven, MI;MI;720;707;750;855;856;919;974;908;749;720;693
511210;Holland-Grand Haven, MI;MI;22;21;10;15;22;32;30;26;30;17;12
518;Holland-Grand Haven, MI;MI;0;0;53;0;40;32;27;33;33;38;28
519130;Holland-Grand Haven, MI;MI;*;*;0;0;*;*;*;*;*;*;*
52;Holland-Grand Haven, MI;MI;2059;1953;2052;1932;2055;2165;2199;2126;1996;2089;2188
522320;Holland-Grand Haven, MI;MI;*;*;0;0;0;0;0;0;0;0;*
54151;Holland-Grand Haven, MI;MI;634;575;571;488;331;327;294;259;352;401;360
611420;Holland-Grand Haven, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Holland-Grand Haven, MI;MI;18;18;0;0;0;0;0;0;0;0;*
811213;Holland-Grand Haven, MI;MI;*;*;*;*;*;0;0;0;0;0;*
10;Jackson, MI;MI;51071;51294;54856;55659;56907;58402;58944;58371;59704;60148;60385
11;Jackson, MI;MI;101;102;110;102;67;78;68;67;65;71;*
33411;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Jackson, MI;MI;*;*;*;*;0;0;0;*;*;*;*
423430;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Jackson, MI;MI;0;0;0;0;0;0;0;23;21;0;*
443120;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Jackson, MI;MI;384;417;490;454;449;450;467;499;533;557;563
511210;Jackson, MI;MI;*;*;*;*;*;*;*;*;*;0;*
518;Jackson, MI;MI;0;10;15;0;19;19;25;24;28;28;*
52;Jackson, MI;MI;1125;1209;1251;1257;1328;1795;1759;1822;1899;1856;1247
522320;Jackson, MI;MI;0;0;0;0;0;0;0;0;*;*;*
54151;Jackson, MI;MI;67;47;42;45;0;0;0;0;0;69;*
611420;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Jackson, MI;MI;*;*;*;*;*;*;*;*;*;0;*
811213;Jackson, MI;MI;*;*;*;*;*;*;0;0;0;0;*
10;Kalamazoo-Portage, MI;MI;128826;130901;137232;139292;139126;139321;119956;119766;120089;119750;120606
11;Kalamazoo-Portage, MI;MI;3244;3507;0;0;0;0;0;0;0;0;*
323115;Kalamazoo-Portage, MI;MI;31;30;0;22;0;0;0;0;0;0;*
33411;Kalamazoo-Portage, MI;MI;0;0;*;*;*;*;*;*;0;0;*
423430;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;151;0;138;0;*
425110;Kalamazoo-Portage, MI;MI;0;18;24;26;17;32;24;32;31;31;29
443120;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Kalamazoo-Portage, MI;MI;0;0;22;10;11;0;0;0;0;*;*
51;Kalamazoo-Portage, MI;MI;1185;1424;1511;1406;1445;1513;1426;1610;1695;1731;1684
511210;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;56;67;37;37;46
518;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;110;0;47
519130;Kalamazoo-Portage, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Kalamazoo-Portage, MI;MI;5436;5499;5681;5579;5597;5427;5192;5258;5255;5165;3606
522320;Kalamazoo-Portage, MI;MI;0;0;0;0;0;*;*;*;*;*;*
54151;Kalamazoo-Portage, MI;MI;321;277;300;278;243;165;173;180;223;247;261
611420;Kalamazoo-Portage, MI;MI;0;35;0;0;0;0;0;0;0;0;*
811212;Kalamazoo-Portage, MI;MI;0;0;0;0;24;30;21;0;0;0;*
811213;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Lansing-East Lansing, MI;MI;146809;143644;155241;157173;158517;208226;212011;214657;216248;217809;217477
11;Lansing-East Lansing, MI;MI;1059;1010;0;0;0;0;0;902;858;0;*
323115;Lansing-East Lansing, MI;MI;*;0;0;0;0;0;0;0;0;*;*
33411;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Lansing-East Lansing, MI;MI;*;*;*;*;*;*;0;0;0;0;*
423430;Lansing-East Lansing, MI;MI;268;0;0;0;0;0;0;0;0;0;*
425110;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
443120;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;157;0;0;*
454111;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Lansing-East Lansing, MI;MI;2521;2383;2430;2635;2821;3013;3147;3397;3519;3192;3675
511210;Lansing-East Lansing, MI;MI;520;503;486;438;0;0;0;0;0;0;217
518;Lansing-East Lansing, MI;MI;67;72;83;71;277;375;403;429;406;0;166
519130;Lansing-East Lansing, MI;MI;0;0;4;0;*;*;*;*;*;*;*
52;Lansing-East Lansing, MI;MI;9539;9903;10838;10974;11176;10919;11136;11172;10466;10077;9709
522320;Lansing-East Lansing, MI;MI;37;29;0;25;24;21;0;0;0;0;*
54151;Lansing-East Lansing, MI;MI;1368;1386;1572;1538;1402;1426;1612;1676;1765;2184;2005
611420;Lansing-East Lansing, MI;MI;0;0;0;0;0;26;29;0;57;74;79
811212;Lansing-East Lansing, MI;MI;13;12;19;33;0;47;58;0;0;0;*
811213;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Monroe, MI;MI;36275;36707;40092;41549;42748;42657;36791;37624;38361;37830;37908
11;Monroe, MI;MI;0;0;0;0;0;0;0;529;547;542;490
423430;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Monroe, MI;MI;*;*;*;*;*;*;0;0;18;17;*
443120;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Monroe, MI;MI;290;281;315;349;343;352;328;356;373;379;309
511210;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
519130;Monroe, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Monroe, MI;MI;795;843;935;1016;1007;984;985;996;901;913;797
54151;Monroe, MI;MI;26;36;38;41;62;49;42;37;0;0;*
611420;Monroe, MI;MI;*;0;0;0;0;0;0;0;0;0;*
811212;Monroe, MI;MI;0;0;16;0;0;0;0;0;0;0;*
10;Muskegon-Norton Shores, MI;MI;56547;57182;61950;63072;64472;64369;64367;62574;62850;63685;56403
11;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;451;*
323115;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;57;*
443120;Muskegon-Norton Shores, MI;MI;23;28;32;27;26;30;38;41;42;45;*
454111;Muskegon-Norton Shores, MI;MI;*;*;0;0;0;0;*;*;*;*;*
51;Muskegon-Norton Shores, MI;MI;741;798;947;1013;954;961;943;1012;1105;1107;1090
511210;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Muskegon-Norton Shores, MI;MI;*;*;*;*;0;0;0;0;8;0;*
52;Muskegon-Norton Shores, MI;MI;986;1008;1071;1033;1059;1073;1082;1091;1140;1208;1222
54151;Muskegon-Norton Shores, MI;MI;74;78;92;73;80;60;59;58;44;40;40
611420;Muskegon-Norton Shores, MI;MI;*;*;*;*;*;*;*;*;*;0;*
811212;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;*;*;0;0;0;*
10;Niles-Benton Harbor, MI;MI;58109;57402;62131;62548;61481;62516;54809;55262;56890;58424;60476
11;Niles-Benton Harbor, MI;MI;1173;1164;1075;1048;992;1015;0;1041;1022;1133;*
33411;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
423430;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;9;0;0;*
425110;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
443120;Niles-Benton Harbor, MI;MI;0;0;0;0;8;0;0;0;0;0;*
454111;Niles-Benton Harbor, MI;MI;0;0;0;13;0;0;0;0;0;0;*
51;Niles-Benton Harbor, MI;MI;556;616;685;794;867;891;856;867;911;857;911
511210;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;37;33;52;0;*
518;Niles-Benton Harbor, MI;MI;0;0;0;*;0;0;0;0;0;0;*
519130;Niles-Benton Harbor, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Niles-Benton Harbor, MI;MI;1447;1440;1462;1381;1408;1452;1468;1344;1397;1419;1300
54151;Niles-Benton Harbor, MI;MI;76;75;76;68;93;91;91;97;124;192;182
611420;Niles-Benton Harbor, MI;MI;*;*;*;0;0;0;0;0;0;0;*
811212;Niles-Benton Harbor, MI;MI;26;10;5;0;0;0;0;0;0;0;*
811213;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Saginaw-Saginaw Township North, MI;MI;79149;78731;82625;86214;87760;89183;89673;91183;92085;94379;85736
11;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;230;*
323115;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
33411;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;*;*;*;*;*;*;*
423430;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;36;0;42;0;*
425110;Saginaw-Saginaw Township North, MI;MI;16;16;17;17;15;17;17;0;0;200;195
443120;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Saginaw-Saginaw Township North, MI;MI;0;0;10;0;0;0;0;0;0;0;*
51;Saginaw-Saginaw Township North, MI;MI;1258;1347;1451;1583;1799;2061;2052;1740;1790;1746;1806
511210;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;65;72;0;0;*
52;Saginaw-Saginaw Township North, MI;MI;2672;2792;3000;2957;2978;3785;3798;3835;3737;3853;2956
522320;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;*;*;*;*;*;*;*
54151;Saginaw-Saginaw Township North, MI;MI;301;344;378;390;406;384;368;368;421;471;477
811212;Saginaw-Saginaw Township North, MI;MI;*;*;0;0;0;0;0;0;0;0;*
10;Duluth, MN-WI;MN;121132;120659;125825;125595;124098;122601;121414;121176;121902;122620;124137
11;Duluth, MN-WI;MN;273;265;0;0;0;0;0;0;0;0;363
323115;Duluth, MN-WI;MN;0;0;0;0;0;*;0;0;0;0;*
33411;Duluth, MN-WI;MN;*;*;0;0;0;0;0;0;0;0;*
334611;Duluth, MN-WI;MN;0;0;0;0;0;0;0;0;0;0;*
423430;Duluth, MN-WI;MN;0;0;0;0;0;11;0;0;0;0;*
425110;Duluth, MN-WI;MN;*;*;*;0;0;0;0;0;9;0;*
443120;Duluth, MN-WI;MN;0;0;0;0;58;52;0;0;0;0;*
454111;Duluth, MN-WI;MN;0;0;0;3;0;0;*;0;0;0;*
51;Duluth, MN-WI;MN;1638;1908;2196;0;2383;2487;2591;2756;2781;2725;2736
511210;Duluth, MN-WI;MN;*;*;*;*;*;*;*;*;*;0;*
518;Duluth, MN-WI;MN;0;95;96;0;0;0;0;0;0;0;*
519130;Duluth, MN-WI;MN;27;32;21;0;*;*;*;*;*;*;*
52;Duluth, MN-WI;MN;4109;4290;4381;4418;4497;4568;4637;4263;4110;4036;3562
522320;Duluth, MN-WI;MN;0;0;0;0;0;0;0;0;0;0;*
54151;Duluth, MN-WI;MN;547;0;0;0;0;455;0;257;365;0;254
611420;Duluth, MN-WI;MN;*;*;*;*;*;*;*;0;0;0;*
811212;Duluth, MN-WI;MN;0;0;0;0;0;0;0;10;0;0;*
811213;Duluth, MN-WI;MN;*;*;0;0;0;0;0;0;0;0;*
10;Minneapolis-St. Paul-Bloomington, MN-WI;MN;1650686;1461660;1734555;1746045;1735199;1715187;1688251;1672339;1676784;1515407;1703585
11;Minneapolis-St. Paul-Bloomington, MN-WI;MN;4342;4285;4322;4502;4556;4489;4368;4030;4090;0;3948
323115;Minneapolis-St. Paul-Bloomington, MN-WI;MN;666;349;348;288;214;206;0;0;0;0;*
33411;Minneapolis-St. Paul-Bloomington, MN-WI;MN;4563;5042;5866;6015;6398;6686;6840;7028;7512;0;8124
334611;Minneapolis-St. Paul-Bloomington, MN-WI;MN;32;0;0;141;121;0;0;0;0;0;*
423430;Minneapolis-St. Paul-Bloomington, MN-WI;MN;3909;3955;4426;0;4246;4159;4797;4850;5266;0;5883
425110;Minneapolis-St. Paul-Bloomington, MN-WI;MN;0;0;0;0;0;448;513;537;865;0;1098
443120;Minneapolis-St. Paul-Bloomington, MN-WI;MN;0;0;664;816;952;1058;1106;1254;1475;0;*
454111;Minneapolis-St. Paul-Bloomington, MN-WI;MN;562;384;418;335;245;0;0;0;142;0;152
51;Minneapolis-St. Paul-Bloomington, MN-WI;MN;39020;0;41790;42399;41613;42819;43236;43658;49750;52201;52049
511210;Minneapolis-St. Paul-Bloomington, MN-WI;MN;5171;0;0;0;0;0;0;0;0;0;5486
518;Minneapolis-St. Paul-Bloomington, MN-WI;MN;6052;5893;6030;6015;6485;6794;7136;7780;10539;0;10702
519130;Minneapolis-St. Paul-Bloomington, MN-WI;MN;641;645;700;691;*;*;*;*;*;*;*
52;Minneapolis-St. Paul-Bloomington, MN-WI;MN;105074;105206;107365;108703;110513;109976;108626;108872;104677;103675;101015
522320;Minneapolis-St. Paul-Bloomington, MN-WI;MN;1551;1637;1706;1753;1321;1375;1021;332;282;0;*
54151;Minneapolis-St. Paul-Bloomington, MN-WI;MN;22853;22600;24446;24708;0;21039;20579;20106;20846;23815;*
611420;Minneapolis-St. Paul-Bloomington, MN-WI;MN;0;156;0;0;0;0;0;211;287;0;885
811212;Minneapolis-St. Paul-Bloomington, MN-WI;MN;319;322;377;376;1132;1300;1762;1848;1798;0;1962
811213;Minneapolis-St. Paul-Bloomington, MN-WI;MN;36;42;82;143;149;400;57;52;47;0;38
10;Rochester, MN;MN;98832;100051;102503;103293;102785;101423;99170;98106;88566;88077;94486
11;Rochester, MN;MN;710;677;645;594;0;549;542;524;505;0;*
323115;Rochester, MN;MN;*;*;*;*;*;*;*;0;0;0;*
33411;Rochester, MN;MN;0;0;0;0;0;0;0;6382;7074;7438;7199
334611;Rochester, MN;MN;*;*;*;*;*;*;*;0;0;0;*
423430;Rochester, MN;MN;0;0;0;0;0;0;37;0;134;0;*
425110;Rochester, MN;MN;0;0;0;0;0;0;0;0;0;0;*
443120;Rochester, MN;MN;16;0;0;0;0;0;0;0;0;0;*
454111;Rochester, MN;MN;0;0;0;34;23;17;15;7;0;0;*
51;Rochester, MN;MN;1543;1481;1557;1557;1963;2005;1546;1331;1065;1029;1039
511210;Rochester, MN;MN;134;0;0;0;0;0;0;0;0;0;*
518;Rochester, MN;MN;35;26;25;21;0;0;0;0;0;0;*
519130;Rochester, MN;MN;0;0;0;0;*;*;*;*;*;*;*
52;Rochester, MN;MN;1911;1996;2078;2065;2044;1950;2004;1967;1861;1790;1790
522320;Rochester, MN;MN;0;0;0;0;*;*;*;0;0;0;*
54151;Rochester, MN;MN;0;0;0;0;0;0;0;0;615;0;793
611420;Rochester, MN;MN;0;0;0;0;0;0;0;0;0;0;*
811212;Rochester, MN;MN;*;0;0;0;0;0;0;0;0;0;*
811213;Rochester, MN;MN;0;0;0;0;0;0;0;0;0;0;*
10;St. Cloud, MN;MN;92833;82866;97973;87973;85560;83727;91991;80448;80788;80483;80287
11;St. Cloud, MN;MN;909;886;853;771;751;727;645;584;635;665;609
323115;St. Cloud, MN;MN;23;0;0;0;0;0;0;0;0;0;*
33411;St. Cloud, MN;MN;*;*;*;*;*;*;*;*;*;0;*
423430;St. Cloud, MN;MN;0;0;0;0;0;38;115;121;126;116;119
425110;St. Cloud, MN;MN;0;0;0;0;0;0;0;0;0;0;*
443120;St. Cloud, MN;MN;0;0;0;0;0;36;0;0;0;0;*
454111;St. Cloud, MN;MN;0;0;0;0;0;0;0;0;*;0;*
51;St. Cloud, MN;MN;0;1081;1231;1279;1276;1384;1377;1373;1810;1475;1376
511210;St. Cloud, MN;MN;0;21;20;21;0;0;20;18;18;0;*
518;St. Cloud, MN;MN;0;9;0;0;0;0;0;0;522;0;227
519130;St. Cloud, MN;MN;0;0;0;0;*;*;*;*;*;*;*
52;St. Cloud, MN;MN;3132;3231;3313;3508;3436;3321;2965;3002;2954;2585;2395
522320;St. Cloud, MN;MN;*;*;0;0;0;*;*;*;*;*;*
54151;St. Cloud, MN;MN;332;0;0;0;0;0;306;298;289;0;*
811212;St. Cloud, MN;MN;0;5;0;4;6;5;6;6;6;0;*
811213;St. Cloud, MN;MN;0;0;0;0;0;0;0;0;0;*;*
10;Gulfport-Biloxi, MS;MS;99606;101492;104188;103862;95183;102915;106913;106073;103958;104133;106210
11;Gulfport-Biloxi, MS;MS;225;214;229;238;279;305;0;321;335;0;*
323115;Gulfport-Biloxi, MS;MS;*;*;*;*;*;0;0;*;*;*;*
33411;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;0;*
423430;Gulfport-Biloxi, MS;MS;*;*;*;*;0;0;0;0;0;0;*
425110;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;0;*
443120;Gulfport-Biloxi, MS;MS;28;21;21;23;0;0;29;0;0;0;*
454111;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;*;0;*
51;Gulfport-Biloxi, MS;MS;945;997;1043;1154;1134;1227;1183;1163;1267;1359;*
511210;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;3;0;0;0;*
518;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;0;*
519130;Gulfport-Biloxi, MS;MS;0;0;0;0;*;*;*;*;*;*;*
52;Gulfport-Biloxi, MS;MS;2719;2745;2750;2690;2294;2346;2499;2441;2379;2353;2293
522320;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;*;*
54151;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;0;*
611420;Gulfport-Biloxi, MS;MS;0;0;0;*;*;0;7;5;0;0;*
811212;Gulfport-Biloxi, MS;MS;19;0;0;0;0;0;0;0;44;0;40
811213;Gulfport-Biloxi, MS;MS;0;0;0;0;0;0;0;0;0;0;*
10;Hattiesburg, MS;MS;55320;55732;57105;57675;56105;52640;51099;50438;49735;49008;49107
11;Hattiesburg, MS;MS;0;0;0;0;362;381;0;333;0;0;*
425110;Hattiesburg, MS;MS;*;*;*;*;*;*;*;*;0;0;*
443120;Hattiesburg, MS;MS;0;0;0;0;0;0;0;0;0;0;*
454111;Hattiesburg, MS;MS;0;0;0;0;*;*;*;0;0;*;*
51;Hattiesburg, MS;MS;453;479;531;559;598;525;497;512;619;641;*
511210;Hattiesburg, MS;MS;*;*;*;*;0;0;0;*;*;*;*
518;Hattiesburg, MS;MS;*;*;*;*;0;0;0;0;*;*;*
52;Hattiesburg, MS;MS;1584;0;1672;1739;1773;0;0;0;1775;0;*
522320;Hattiesburg, MS;MS;0;0;0;0;0;*;*;*;*;*;*
54151;Hattiesburg, MS;MS;76;78;284;228;260;277;71;84;0;0;115
611420;Hattiesburg, MS;MS;*;*;*;*;*;*;*;*;0;*;*
811212;Hattiesburg, MS;MS;0;0;0;0;0;*;0;0;0;0;*
10;Jackson, MS;MS;233867;235153;241744;242568;240821;236544;235631;228850;223279;178276;224081
11;Jackson, MS;MS;971;0;898;0;0;0;0;0;0;0;*
323115;Jackson, MS;MS;0;0;0;0;*;*;0;*;0;0;*
33411;Jackson, MS;MS;0;0;0;0;0;0;0;0;0;0;*
423430;Jackson, MS;MS;219;231;251;0;275;0;0;0;247;317;341
425110;Jackson, MS;MS;9;0;0;6;4;4;4;0;0;0;*
443120;Jackson, MS;MS;0;0;0;0;0;0;0;0;0;0;*
454111;Jackson, MS;MS;40;0;37;38;46;50;0;0;0;0;*
51;Jackson, MS;MS;4024;3957;4134;3871;3995;4350;4689;5162;5994;6948;*
511210;Jackson, MS;MS;122;108;97;0;0;0;0;0;27;0;23
518;Jackson, MS;MS;0;135;97;62;146;132;0;0;0;0;*
519130;Jackson, MS;MS;0;0;*;0;*;*;*;*;*;*;*
52;Jackson, MS;MS;10554;10963;11276;11541;11597;11422;11285;11480;11516;11764;12111
522320;Jackson, MS;MS;0;0;0;0;0;*;0;0;0;0;*
54151;Jackson, MS;MS;0;0;0;0;0;0;0;654;663;669;*
611420;Jackson, MS;MS;170;167;155;130;145;168;163;151;121;0;*
811212;Jackson, MS;MS;0;67;68;0;76;87;88;103;0;0;114
811213;Jackson, MS;MS;0;0;0;0;13;13;0;0;0;0;*
10;Pascagoula, MS;MS;55715;55356;56578;54118;52752;52248;51077;50480;50370;50778;54311
11;Pascagoula, MS;MS;110;124;122;130;116;0;0;128;111;0;*
423430;Pascagoula, MS;MS;*;*;*;*;*;0;0;0;0;0;*
425110;Pascagoula, MS;MS;*;*;0;0;0;0;0;0;0;0;*
443120;Pascagoula, MS;MS;0;*;0;0;0;0;12;0;14;0;*
454111;Pascagoula, MS;MS;*;*;*;*;*;*;*;*;0;0;*
51;Pascagoula, MS;MS;583;639;725;837;977;1202;1143;989;882;313;*
518;Pascagoula, MS;MS;0;0;0;7;0;0;0;0;0;18;*
52;Pascagoula, MS;MS;1131;1148;1201;1164;1175;1199;1177;1179;0;0;*
54151;Pascagoula, MS;MS;415;464;440;419;0;0;0;0;0;0;*
611420;Pascagoula, MS;MS;0;0;0;0;0;0;0;0;0;0;*
811212;Pascagoula, MS;MS;0;0;0;0;0;0;0;0;0;0;*
811213;Pascagoula, MS;MS;*;*;*;*;0;0;0;*;*;*;*
10;Columbia, MO;MO;84332;83131;84967;84956;84227;82672;79821;78510;79008;78174;55470
11;Columbia, MO;MO;0;0;0;0;0;0;0;0;0;0;*
323115;Columbia, MO;MO;0;0;0;0;0;0;0;0;0;0;*
33411;Columbia, MO;MO;*;*;*;*;*;0;0;0;0;0;*
423430;Columbia, MO;MO;0;0;0;0;0;0;0;9;13;17;*
425110;Columbia, MO;MO;0;0;*;*;*;*;0;0;0;8;*
443120;Columbia, MO;MO;0;0;0;0;0;0;0;0;0;0;*
454111;Columbia, MO;MO;0;0;0;0;12;0;0;0;0;0;*
51;Columbia, MO;MO;1144;1173;1343;1287;1239;1255;1264;1325;1577;1483;*
511210;Columbia, MO;MO;37;34;31;34;31;35;42;41;52;0;72
518;Columbia, MO;MO;11;7;0;0;74;0;135;164;159;158;127
519130;Columbia, MO;MO;35;19;10;0;*;*;*;*;*;*;*
52;Columbia, MO;MO;0;0;3512;3458;3435;3198;0;2942;0;0;*
522320;Columbia, MO;MO;0;0;0;0;0;0;0;0;*;*;*
54151;Columbia, MO;MO;0;0;0;0;0;0;0;0;0;122;133
611420;Columbia, MO;MO;*;*;*;*;*;*;*;*;*;0;*
811212;Columbia, MO;MO;0;0;0;0;0;0;*;0;0;0;*
811213;Columbia, MO;MO;0;0;0;0;0;0;0;0;0;0;*
10;Jefferson City, MO;MO;74169;74942;49585;75596;75040;74883;75332;75057;73151;74041;72867
11;Jefferson City, MO;MO;364;0;156;0;0;0;126;151;205;0;163
33411;Jefferson City, MO;MO;*;*;*;*;*;0;0;0;0;0;*
423430;Jefferson City, MO;MO;0;0;0;0;167;166;153;147;155;160;*
425110;Jefferson City, MO;MO;*;*;*;*;*;*;*;0;0;0;*
443120;Jefferson City, MO;MO;0;0;0;0;0;0;0;0;0;0;*
454111;Jefferson City, MO;MO;0;0;0;0;*;*;*;*;*;*;*
51;Jefferson City, MO;MO;1039;1178;0;0;1064;991;994;1076;1095;1136;1087
511210;Jefferson City, MO;MO;0;0;0;0;0;0;0;0;0;0;*
518;Jefferson City, MO;MO;70;110;241;216;211;0;0;0;0;0;*
519130;Jefferson City, MO;MO;0;0;0;0;*;*;*;*;*;*;*
52;Jefferson City, MO;MO;2273;2346;2407;2487;2647;2525;2534;2508;2472;2495;2468
522320;Jefferson City, MO;MO;5;5;0;0;0;0;*;*;*;*;*
54151;Jefferson City, MO;MO;528;0;0;0;0;0;298;0;176;160;*
611420;Jefferson City, MO;MO;*;*;*;*;*;*;*;*;0;0;*
811212;Jefferson City, MO;MO;0;0;0;0;0;0;0;9;12;0;*
811213;Jefferson City, MO;MO;0;0;0;0;0;0;*;0;0;0;*
10;Joplin, MO;MO;75232;76750;78876;78170;77128;75209;74476;74302;74312;75662;76660
11;Joplin, MO;MO;412;385;433;499;570;565;0;378;0;0;495
423430;Joplin, MO;MO;0;0;0;0;0;0;0;0;0;0;*
425110;Joplin, MO;MO;0;0;0;0;0;0;44;38;0;0;*
443120;Joplin, MO;MO;27;29;25;20;17;24;26;0;0;0;*
454111;Joplin, MO;MO;0;0;0;0;0;0;0;0;*;*;*
