NAICs;METRO;STATE;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
54151;Boston-Cambridge-Quincy, MA-NH;MA;131542;118547;116427;117624;116026;101158;98615;92658;89080;91335;97479
611420;Boston-Cambridge-Quincy, MA-NH;MA;0;0;63087;56426;55688;54431;51441;50029;0;0;48787
811212;Boston-Cambridge-Quincy, MA-NH;MA;0;0;0;0;0;62395;0;0;0;0;*
811213;Boston-Cambridge-Quincy, MA-NH;MA;66224;65834;71966;69666;71845;68734;71087;66736;58340;0;52077
10;Pittsfield, MA;MA;173556;176094;184342;180414;176792;172832;170833;157454;152170;149710;142399
11;Pittsfield, MA;MA;23624;22482;24265;24124;22262;20878;20024;19024;19461;18559;17275
323115;Pittsfield, MA;MA;0;0;0;0;0;0;0;*;*;*;*
423430;Pittsfield, MA;MA;0;0;0;0;0;0;0;0;0;0;*
425110;Pittsfield, MA;MA;0;0;*;*;*;*;*;0;0;0;*
443120;Pittsfield, MA;MA;0;0;0;0;13118;13654;16040;11406;14914;14331;*
454111;Pittsfield, MA;MA;40322;44723;46017;0;0;0;0;0;0;0;*
51;Pittsfield, MA;MA;44515;43986;44022;42345;40263;39000;39079;38723;39586;39105;44225
511210;Pittsfield, MA;MA;66425;54378;50186;50297;48322;53951;52832;46040;45715;40704;*
518;Pittsfield, MA;MA;0;0;0;0;0;40218;36053;0;55468;54112;105162
519130;Pittsfield, MA;MA;0;0;0;0;*;*;*;*;*;*;*
52;Pittsfield, MA;MA;57320;55958;56041;54631;50521;51639;51682;48563;45502;42199;41617
522320;Pittsfield, MA;MA;0;0;0;0;0;0;0;*;*;*;*
54151;Pittsfield, MA;MA;54441;62206;69058;90927;47944;45535;54504;57556;70649;73319;60509
611420;Pittsfield, MA;MA;*;*;*;*;*;0;0;0;0;0;*
811212;Pittsfield, MA;MA;0;0;0;0;0;0;0;36431;0;0;*
10;Springfield, MA;MA;195626;198037;193272;187540;179046;174263;169810;164231;159171;74813;145026
11;Springfield, MA;MA;0;0;0;0;0;0;0;0;0;18293;*
323115;Springfield, MA;MA;36766;38198;41044;0;0;44590;0;0;0;40872;*
33411;Springfield, MA;MA;0;0;0;0;0;0;0;0;0;0;*
423430;Springfield, MA;MA;53663;50858;0;0;0;49487;0;0;0;0;62472
425110;Springfield, MA;MA;46540;48808;47217;45591;0;0;40347;0;0;0;28122
443120;Springfield, MA;MA;49291;43646;30279;0;0;0;0;0;36402;0;31829
454111;Springfield, MA;MA;0;0;0;29440;0;0;0;0;23553;0;*
51;Springfield, MA;MA;52027;55311;54907;51642;45464;44194;44482;42972;40043;39940;40390
511210;Springfield, MA;MA;0;0;0;0;0;0;66966;0;0;0;*
518;Springfield, MA;MA;50207;43332;0;0;43099;39331;42258;0;0;0;*
519130;Springfield, MA;MA;49755;0;50868;0;*;*;*;*;*;*;*
52;Springfield, MA;MA;77749;75610;79695;75987;71296;68258;64696;60009;57247;54598;51877
522320;Springfield, MA;MA;0;0;0;0;*;0;0;0;0;0;*
54151;Springfield, MA;MA;74176;71247;68253;65734;63359;68593;62798;60614;55943;61644;*
611420;Springfield, MA;MA;34591;35274;0;30741;0;0;0;27413;0;0;*
811212;Springfield, MA;MA;0;33868;36283;0;0;0;44992;50258;0;0;*
811213;Springfield, MA;MA;0;0;0;0;0;0;0;0;0;26526;*
10;Worcester, MA;MA;206983;202784;204198;197674;190216;181054;180970;178724;172220;163738;155602
11;Worcester, MA;MA;20826;21387;23051;21807;22225;22475;21486;20048;19923;17862;17124
323115;Worcester, MA;MA;0;0;0;36992;0;0;0;0;0;*;*
33411;Worcester, MA;MA;0;0;0;0;127599;111756;109469;99937;100851;107266;116451
334611;Worcester, MA;MA;0;0;0;0;0;0;0;0;0;0;*
423430;Worcester, MA;MA;84077;79171;82907;81940;76394;78533;79355;82614;75599;76885;66870
425110;Worcester, MA;MA;77578;63738;61754;60344;64483;47675;42793;47536;48386;54303;54718
443120;Worcester, MA;MA;0;0;0;0;0;0;0;35608;43426;49129;*
454111;Worcester, MA;MA;53507;50110;50369;52259;49266;45281;40473;40359;0;43747;*
51;Worcester, MA;MA;82420;71277;77574;80666;77132;71912;66328;62274;58556;61761;60217
511210;Worcester, MA;MA;187850;127373;143148;163001;159720;152962;110999;111699;95925;113321;102555
518;Worcester, MA;MA;76248;78499;78761;67977;66494;68601;108482;66147;61216;69813;63329
519130;Worcester, MA;MA;80629;84829;0;71613;*;*;*;*;*;*;*
52;Worcester, MA;MA;65449;64307;65729;63271;60425;59389;57401;52687;49119;48614;47318
522320;Worcester, MA;MA;0;0;0;65969;53610;54180;209079;130793;69144;73340;*
54151;Worcester, MA;MA;82123;80938;82347;82080;82528;76927;77662;70923;71027;67368;70537
611420;Worcester, MA;MA;80232;77931;72825;0;92848;72988;0;0;64918;0;57251
811212;Worcester, MA;MA;78905;74054;71541;71316;68442;68293;70233;73081;71172;54617;52727
811213;Worcester, MA;MA;0;0;0;0;0;0;0;0;0;0;*
10;Ann Arbor, MI;MI;215363;200168;194930;192953;187779;180566;175691;169784;162740;153350;149109
11;Ann Arbor, MI;MI;23858;22373;25390;25026;23214;23014;22300;22210;25029;24700;22997
323115;Ann Arbor, MI;MI;0;0;27944;0;0;0;0;0;0;0;*
33411;Ann Arbor, MI;MI;74066;93351;90526;87172;79111;77442;74777;71756;81120;84691;75093
334611;Ann Arbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
423430;Ann Arbor, MI;MI;76046;79190;80639;76038;67093;62910;60727;59479;55249;59089;67205
425110;Ann Arbor, MI;MI;0;67247;58360;52169;55794;0;61863;87287;46709;55615;57331
443120;Ann Arbor, MI;MI;0;0;0;0;0;0;32433;31923;36910;40840;*
454111;Ann Arbor, MI;MI;31776;27398;27670;29114;33557;35462;0;0;0;0;*
51;Ann Arbor, MI;MI;69070;63638;60760;60640;59482;55757;56605;57216;54826;52371;50095
511210;Ann Arbor, MI;MI;83809;79335;79137;80940;83198;70955;65976;68073;64186;63768;67696
518;Ann Arbor, MI;MI;57324;60316;68587;74182;62762;62599;66078;69181;65646;62164;54321
519130;Ann Arbor, MI;MI;99880;68435;68018;76477;*;*;*;*;*;*;*
52;Ann Arbor, MI;MI;62945;60349;60159;59734;58892;54014;52070;53350;53166;51700;47464
522320;Ann Arbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
54151;Ann Arbor, MI;MI;78648;77365;80823;76467;75897;74100;70173;68561;70544;69587;65093
611420;Ann Arbor, MI;MI;0;0;0;40221;66256;39896;0;32632;56974;59823;*
811212;Ann Arbor, MI;MI;26739;47802;45414;46875;47878;47798;47801;44592;39709;39000;27723
811213;Ann Arbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Battle Creek, MI;MI;203114;197348;197215;190904;186896;176787;88233;86797;83519;79109;77444
11;Battle Creek, MI;MI;0;0;0;0;25248;25872;25681;0;0;23732;*
323115;Battle Creek, MI;MI;0;0;0;0;0;0;0;0;0;*;*
423430;Battle Creek, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Battle Creek, MI;MI;0;0;0;0;0;0;0;0;0;0;*
443120;Battle Creek, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Battle Creek, MI;MI;*;*;*;*;*;*;*;*;0;0;*
51;Battle Creek, MI;MI;34952;39506;39575;34408;33613;33362;34519;31817;31101;32530;31887
511210;Battle Creek, MI;MI;*;*;*;*;*;*;0;0;0;0;*
518;Battle Creek, MI;MI;*;*;*;*;*;*;*;0;0;0;*
52;Battle Creek, MI;MI;41344;41792;42028;41652;39159;38476;39142;40424;39196;41457;37067
54151;Battle Creek, MI;MI;52805;54405;57510;54320;51149;53964;51539;52741;51216;54389;51652
611420;Battle Creek, MI;MI;*;0;0;0;0;0;*;*;*;*;*
811212;Battle Creek, MI;MI;0;0;0;0;*;0;0;*;*;*;*
811213;Battle Creek, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Bay City, MI;MI;188386;187696;179216;177034;174287;163103;77789;75148;72537;70995;67793
11;Bay City, MI;MI;22258;17482;17260;18222;13584;13447;13317;13245;13427;13825;*
33411;Bay City, MI;MI;0;0;*;*;*;*;*;*;*;*;*
423430;Bay City, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Bay City, MI;MI;*;*;*;*;*;*;*;*;*;0;*
443120;Bay City, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Bay City, MI;MI;*;*;*;0;0;0;0;0;0;*;*
51;Bay City, MI;MI;41623;42943;40519;39397;38104;38224;36206;33162;31249;32692;29903
511210;Bay City, MI;MI;*;*;*;*;*;*;*;0;0;*;*
518;Bay City, MI;MI;0;0;0;0;0;0;0;0;0;0;*
52;Bay City, MI;MI;39546;39423;36813;36752;35003;34016;33425;31721;30206;28470;27366
54151;Bay City, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Bay City, MI;MI;*;*;0;0;*;*;*;*;0;0;*
811213;Bay City, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Detroit-Warren-Livonia, MI;MI;226007;220142;217789;209593;204722;197484;188394;182727;177064;91953;165674
11;Detroit-Warren-Livonia, MI;MI;0;22493;23762;22437;22525;22935;23202;22252;21784;21585;*
323115;Detroit-Warren-Livonia, MI;MI;42494;0;0;0;49865;49992;52618;47189;43825;0;42315
33411;Detroit-Warren-Livonia, MI;MI;82152;75930;74165;72360;74561;72337;68107;63339;61976;0;57797
334611;Detroit-Warren-Livonia, MI;MI;0;0;0;0;0;0;0;0;0;0;*
423430;Detroit-Warren-Livonia, MI;MI;0;0;0;0;113319;0;0;0;0;0;*
425110;Detroit-Warren-Livonia, MI;MI;0;117148;0;0;112299;0;0;0;0;0;77314
443120;Detroit-Warren-Livonia, MI;MI;60305;77235;77605;75749;66609;63391;55275;54389;55548;0;61869
454111;Detroit-Warren-Livonia, MI;MI;42106;40409;37116;40703;39048;0;0;0;0;0;*
51;Detroit-Warren-Livonia, MI;MI;64480;62257;66248;65969;63804;61423;59707;56843;54507;0;53788
511210;Detroit-Warren-Livonia, MI;MI;99169;91245;93310;95451;92787;89816;84908;0;0;0;83467
518;Detroit-Warren-Livonia, MI;MI;59864;62931;62515;0;0;0;0;53533;0;0;53773
519130;Detroit-Warren-Livonia, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Detroit-Warren-Livonia, MI;MI;71430;68568;67472;65451;62692;59786;58011;56785;54599;53451;48963
522320;Detroit-Warren-Livonia, MI;MI;0;0;0;0;50474;53035;62696;52819;0;0;*
54151;Detroit-Warren-Livonia, MI;MI;81250;79801;79374;77409;74526;70558;68401;65710;65853;71051;69318
611420;Detroit-Warren-Livonia, MI;MI;0;56658;0;0;0;0;48946;46397;46043;0;43263
811212;Detroit-Warren-Livonia, MI;MI;40738;45767;44210;43900;47037;46955;47053;44190;43491;0;36482
811213;Detroit-Warren-Livonia, MI;MI;53216;0;0;42557;54175;55887;57778;49978;46548;0;*
10;Flint, MI;MI;178386;179052;177048;174092;171519;162925;156268;151012;151376;146554;78512
11;Flint, MI;MI;26552;26907;24789;23602;21857;19262;19366;23995;18996;18010;*
323115;Flint, MI;MI;*;*;*;0;0;0;0;*;*;*;*
33411;Flint, MI;MI;0;0;*;0;0;0;0;0;0;0;*
423430;Flint, MI;MI;44729;58594;0;57575;62929;51184;80442;89833;85251;72973;*
425110;Flint, MI;MI;59367;50165;46827;48378;45419;45781;46024;49634;47915;47393;44916
443120;Flint, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Flint, MI;MI;0;86486;35527;25621;0;0;24982;0;0;28192;*
51;Flint, MI;MI;44008;44877;42922;41932;40126;41145;42471;42231;40992;42238;42020
511210;Flint, MI;MI;70888;93521;85574;82267;65363;53954;53407;44999;38808;65402;*
518;Flint, MI;MI;0;0;0;0;52685;56356;55685;0;0;0;*
519130;Flint, MI;MI;0;0;0;29950;*;*;*;*;*;*;*
52;Flint, MI;MI;57019;54395;59025;59666;53527;52569;51878;50661;46261;41922;35431
522320;Flint, MI;MI;31537;29831;24474;23516;0;0;0;0;0;0;*
54151;Flint, MI;MI;79214;79207;79670;77199;73407;68189;65509;59932;61304;58966;57103
611420;Flint, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Flint, MI;MI;27904;33109;36068;40341;0;0;0;0;0;0;*
811213;Flint, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Grand Rapids-Wyoming, MI;MI;200758;198089;195009;190051;186978;176741;89001;84701;82564;79334;75597
11;Grand Rapids-Wyoming, MI;MI;24970;24270;24171;22250;21966;21526;21420;20447;19216;0;18385
323115;Grand Rapids-Wyoming, MI;MI;0;0;33203;0;0;0;0;0;0;*;*
33411;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Grand Rapids-Wyoming, MI;MI;0;0;0;0;*;*;*;*;*;*;*
423430;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;52353;0;51988;0;0;*
443120;Grand Rapids-Wyoming, MI;MI;0;0;58368;56179;53184;47702;0;44754;48192;0;*
454111;Grand Rapids-Wyoming, MI;MI;69480;0;0;64385;0;0;0;0;0;0;*
51;Grand Rapids-Wyoming, MI;MI;50575;50370;48633;47340;46785;45771;44629;42794;39688;38234;37334
511210;Grand Rapids-Wyoming, MI;MI;65734;63604;64080;57413;70315;65517;63205;62987;61460;0;45625
518;Grand Rapids-Wyoming, MI;MI;63230;0;56748;47548;45896;44650;39851;41220;36655;0;34045
519130;Grand Rapids-Wyoming, MI;MI;0;0;48482;44956;*;*;*;*;*;*;*
52;Grand Rapids-Wyoming, MI;MI;57558;56709;56325;55445;52548;50252;49226;47284;47117;48704;46621
522320;Grand Rapids-Wyoming, MI;MI;0;0;0;176459;123927;0;31343;93760;47349;0;*
54151;Grand Rapids-Wyoming, MI;MI;0;0;0;79900;0;0;66780;58931;0;0;51164
611420;Grand Rapids-Wyoming, MI;MI;0;0;0;59104;51754;0;0;75499;0;0;*
811212;Grand Rapids-Wyoming, MI;MI;88203;65992;63483;0;0;55468;51948;46701;45230;0;*
811213;Grand Rapids-Wyoming, MI;MI;0;0;0;0;0;0;0;0;26604;0;*
10;Holland-Grand Haven, MI;MI;86367;85230;177015;172029;166666;160457;81569;77146;75696;71348;69040
11;Holland-Grand Haven, MI;MI;22617;22184;24099;22702;20390;21259;20506;19327;18817;17639;17500
323115;Holland-Grand Haven, MI;MI;*;*;0;0;0;0;0;0;0;0;*
423430;Holland-Grand Haven, MI;MI;0;46646;51568;48769;61513;53063;42995;48997;48956;48725;35193
425110;Holland-Grand Haven, MI;MI;0;0;0;0;0;26841;27861;25326;26385;33887;36199
443120;Holland-Grand Haven, MI;MI;37849;38807;41091;37312;38872;39415;41443;47157;40280;36630;34274
454111;Holland-Grand Haven, MI;MI;55429;46541;33683;37472;0;0;0;0;0;0;*
51;Holland-Grand Haven, MI;MI;47704;46117;41951;42624;43093;45486;44582;38224;32972;32544;31558
511210;Holland-Grand Haven, MI;MI;54082;49023;56151;49983;42860;47313;45247;43681;41350;50721;58254
518;Holland-Grand Haven, MI;MI;0;0;33282;0;32423;37871;37761;27711;24066;25232;20461
519130;Holland-Grand Haven, MI;MI;*;*;0;0;*;*;*;*;*;*;*
52;Holland-Grand Haven, MI;MI;50083;47276;48304;48890;45798;46357;44974;46184;42441;39110;36637
522320;Holland-Grand Haven, MI;MI;*;*;0;0;0;0;0;0;0;0;*
54151;Holland-Grand Haven, MI;MI;70205;69500;74316;67349;68178;56354;57756;61844;59394;57590;56817
611420;Holland-Grand Haven, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Holland-Grand Haven, MI;MI;27845;28321;0;0;0;0;0;0;0;0;*
811213;Holland-Grand Haven, MI;MI;*;*;*;*;*;0;0;0;0;0;*
10;Jackson, MI;MI;186083;184261;184494;181588;178077;168273;166074;159597;159267;153899;146121
11;Jackson, MI;MI;25184;23841;21598;22423;25208;23978;23946;23425;20822;17863;*
33411;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Jackson, MI;MI;*;*;*;*;0;0;0;*;*;*;*
423430;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Jackson, MI;MI;0;0;0;0;0;0;0;41872;51083;0;*
443120;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Jackson, MI;MI;33658;35510;32710;33735;33891;33137;33095;32832;31320;30309;29497
511210;Jackson, MI;MI;*;*;*;*;*;*;*;*;*;0;*
518;Jackson, MI;MI;0;20262;19656;0;19666;20780;21466;21251;18178;17192;*
52;Jackson, MI;MI;44064;44523;43681;42518;40938;43776;43478;41329;40469;39320;35426
522320;Jackson, MI;MI;0;0;0;0;0;0;0;0;*;*;*
54151;Jackson, MI;MI;74326;65774;65184;60141;0;0;0;0;0;65715;*
611420;Jackson, MI;MI;0;0;0;0;0;0;0;0;0;0;*
811212;Jackson, MI;MI;*;*;*;*;*;*;*;*;*;0;*
811213;Jackson, MI;MI;*;*;*;*;*;*;0;0;0;0;*
10;Kalamazoo-Portage, MI;MI;197631;198554;200817;198703;192518;179669;85923;82238;78459;75427;69511
11;Kalamazoo-Portage, MI;MI;23355;22087;0;0;0;0;0;0;0;0;*
323115;Kalamazoo-Portage, MI;MI;34929;38410;0;36817;0;0;0;0;0;0;*
33411;Kalamazoo-Portage, MI;MI;0;0;*;*;*;*;*;*;0;0;*
423430;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;67358;0;58806;0;*
425110;Kalamazoo-Portage, MI;MI;0;46826;57444;51900;34106;29729;32761;38472;38747;40677;39043
443120;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Kalamazoo-Portage, MI;MI;0;0;39161;64405;47180;0;0;0;0;*;*
51;Kalamazoo-Portage, MI;MI;53675;49186;50997;46176;45520;44287;42709;40408;38912;38496;39502
511210;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;61471;54028;59293;55902;66495
518;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;22802;0;75685
519130;Kalamazoo-Portage, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Kalamazoo-Portage, MI;MI;55371;54371;54246;52789;49356;49173;48801;47901;43819;42619;44259
522320;Kalamazoo-Portage, MI;MI;0;0;0;0;0;*;*;*;*;*;*
54151;Kalamazoo-Portage, MI;MI;66035;65653;67550;67528;63961;54925;55193;53484;51205;48809;49784
611420;Kalamazoo-Portage, MI;MI;0;47140;0;0;0;0;0;0;0;0;*
811212;Kalamazoo-Portage, MI;MI;0;0;0;0;38737;39539;45741;0;0;0;*
811213;Kalamazoo-Portage, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Lansing-East Lansing, MI;MI;98578;97383;97891;96544;94221;177452;169970;165057;162995;155940;152034
11;Lansing-East Lansing, MI;MI;29887;27249;0;0;0;0;0;23913;24167;0;*
323115;Lansing-East Lansing, MI;MI;*;0;0;0;0;0;0;0;0;*;*
33411;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
334611;Lansing-East Lansing, MI;MI;*;*;*;*;*;*;0;0;0;0;*
423430;Lansing-East Lansing, MI;MI;76622;0;0;0;0;0;0;0;0;0;*
425110;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
443120;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;28938;0;0;*
454111;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Lansing-East Lansing, MI;MI;64788;62538;64364;57237;49757;47045;43057;42744;41105;47861;39724
511210;Lansing-East Lansing, MI;MI;134324;122641;130719;125411;0;0;0;0;0;0;122623
518;Lansing-East Lansing, MI;MI;69766;62496;85382;74801;42113;39979;37086;34340;34027;0;36867
519130;Lansing-East Lansing, MI;MI;0;0;35288;0;*;*;*;*;*;*;*
52;Lansing-East Lansing, MI;MI;61108;60488;59675;55297;54094;54791;51645;49400;48227;47156;45463
522320;Lansing-East Lansing, MI;MI;27823;89008;0;54726;66969;73389;0;0;0;0;*
54151;Lansing-East Lansing, MI;MI;74415;74565;72855;65141;63004;61680;59958;57489;56756;53419;57150
611420;Lansing-East Lansing, MI;MI;0;0;0;0;0;28311;24007;0;42106;40273;40517
811212;Lansing-East Lansing, MI;MI;25850;24784;49874;65049;0;79709;90488;0;0;0;*
811213;Lansing-East Lansing, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Monroe, MI;MI;180495;179263;180227;174764;172480;163741;82657;77622;76284;73637;69749
11;Monroe, MI;MI;0;0;0;0;0;0;0;20585;18512;17964;17417
423430;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Monroe, MI;MI;*;*;*;*;*;*;0;0;53014;55309;*
443120;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
51;Monroe, MI;MI;36160;36238;38435;34470;33160;31490;31851;31105;29890;29302;29696
511210;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Monroe, MI;MI;0;0;0;0;0;0;0;0;0;0;*
519130;Monroe, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Monroe, MI;MI;40732;40412;38726;36958;35621;35877;35104;33611;32429;30065;27777
54151;Monroe, MI;MI;52507;44276;54150;50720;48255;47551;59303;57141;0;0;*
611420;Monroe, MI;MI;*;0;0;0;0;0;0;0;0;0;*
811212;Monroe, MI;MI;0;0;28314;0;0;0;0;0;0;0;*
10;Muskegon-Norton Shores, MI;MI;182749;186214;188386;182012;178226;169619;161000;155888;157925;154227;70681
11;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;18816;*
323115;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;0;*
425110;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;39641;*
443120;Muskegon-Norton Shores, MI;MI;40610;37185;35056;34732;39482;35566;35321;35486;35814;36086;*
454111;Muskegon-Norton Shores, MI;MI;*;*;0;0;0;0;*;*;*;*;*
51;Muskegon-Norton Shores, MI;MI;49657;51612;47599;46527;46472;45941;48802;41024;41597;41854;42270
511210;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Muskegon-Norton Shores, MI;MI;*;*;*;*;0;0;0;0;19861;0;*
52;Muskegon-Norton Shores, MI;MI;44115;42148;43692;43451;41445;40507;40616;40982;39380;35250;31898
54151;Muskegon-Norton Shores, MI;MI;67498;82187;91287;92315;86979;75236;73238;80196;58651;51636;56346
611420;Muskegon-Norton Shores, MI;MI;*;*;*;*;*;*;*;*;*;0;*
811212;Muskegon-Norton Shores, MI;MI;0;0;0;0;0;*;*;0;0;0;*
10;Niles-Benton Harbor, MI;MI;177258;177239;178726;175777;173733;163596;81134;75105;73700;70723;66824
11;Niles-Benton Harbor, MI;MI;18659;18119;18603;17074;17064;16086;0;14595;14391;13898;*
33411;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
423430;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;16010;0;0;*
425110;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
443120;Niles-Benton Harbor, MI;MI;0;0;0;0;37137;0;0;0;0;0;*
454111;Niles-Benton Harbor, MI;MI;0;0;0;29199;0;0;0;0;0;0;*
51;Niles-Benton Harbor, MI;MI;33308;31360;31549;31959;29404;28615;30209;30033;28333;28808;30007
511210;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;57499;56850;55067;0;*
518;Niles-Benton Harbor, MI;MI;0;0;0;*;0;0;0;0;0;0;*
519130;Niles-Benton Harbor, MI;MI;0;0;0;0;*;*;*;*;*;*;*
52;Niles-Benton Harbor, MI;MI;45393;46855;43953;44155;42951;41109;40139;39193;37622;38047;33277
54151;Niles-Benton Harbor, MI;MI;40218;50799;54816;53899;60341;55558;55492;56150;54206;58871;66402
611420;Niles-Benton Harbor, MI;MI;*;*;*;0;0;0;0;0;0;0;*
811212;Niles-Benton Harbor, MI;MI;23384;32574;36078;0;0;0;0;0;0;0;*
811213;Niles-Benton Harbor, MI;MI;0;0;0;0;0;0;0;0;0;0;*
10;Saginaw-Saginaw Township North, MI;MI;190677;187008;184849;181590;181060;170167;168886;164756;163286;160604;80687
11;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;18615;*
323115;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
33411;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;*;*;*;*;*;*;*
423430;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;41573;0;41519;0;*
425110;Saginaw-Saginaw Township North, MI;MI;66052;75350;62801;62493;58564;57606;55694;0;0;49712;47035
443120;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
454111;Saginaw-Saginaw Township North, MI;MI;0;0;37477;0;0;0;0;0;0;0;*
51;Saginaw-Saginaw Township North, MI;MI;54479;53223;51689;51159;51987;45644;45849;42099;39107;38770;40853
511210;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;0;0;0;0;*
518;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;0;0;24843;23669;0;0;*
52;Saginaw-Saginaw Township North, MI;MI;52047;48232;51312;51188;47421;45858;44956;42466;39287;39060;37022
522320;Saginaw-Saginaw Township North, MI;MI;0;0;0;0;*;*;*;*;*;*;*
54151;Saginaw-Saginaw Township North, MI;MI;61793;59841;61161;57808;54964;54601;56037;56204;54892;52246;49348
811212;Saginaw-Saginaw Township North, MI;MI;*;*;0;0;0;0;0;0;0;0;*
10;Duluth, MN-WI;MN;176843;179684;178567;174048;168978;159918;154324;147364;144499;136490;130346
11;Duluth, MN-WI;MN;25487;24340;0;0;0;0;0;0;0;0;22844
323115;Duluth, MN-WI;MN;0;0;0;0;0;*;0;0;0;0;*
33411;Duluth, MN-WI;MN;*;*;0;0;0;0;0;0;0;0;*
334611;Duluth, MN-WI;MN;0;0;0;0;0;0;0;0;0;0;*
423430;Duluth, MN-WI;MN;0;0;0;0;0;31446;0;0;0;0;*
425110;Duluth, MN-WI;MN;*;*;*;0;0;0;0;0;53517;0;*
443120;Duluth, MN-WI;MN;0;0;0;0;33684;34332;0;0;0;0;*
454111;Duluth, MN-WI;MN;0;0;0;51169;0;0;*;0;0;0;*
51;Duluth, MN-WI;MN;38104;37551;37349;0;35228;34355;32083;31474;32062;32271;31543
511210;Duluth, MN-WI;MN;*;*;*;*;*;*;*;*;*;0;*
518;Duluth, MN-WI;MN;0;41329;33514;0;0;0;0;0;0;0;*
519130;Duluth, MN-WI;MN;47411;49262;52551;0;*;*;*;*;*;*;*
52;Duluth, MN-WI;MN;59382;57490;58031;63235;54965;57294;58294;56766;50584;50376;42787
522320;Duluth, MN-WI;MN;0;0;0;0;0;0;0;0;0;0;*
54151;Duluth, MN-WI;MN;57218;0;0;0;0;46150;0;48440;40849;0;40311
611420;Duluth, MN-WI;MN;*;*;*;*;*;*;*;0;0;0;*
811212;Duluth, MN-WI;MN;0;0;0;0;0;0;0;17420;0;0;*
811213;Duluth, MN-WI;MN;*;*;0;0;0;0;0;0;0;0;*
10;Minneapolis-St. Paul-Bloomington, MN-WI;MN;221070;117773;218035;209629;201633;194764;191674;184618;181454;91065;164985
11;Minneapolis-St. Paul-Bloomington, MN-WI;MN;24907;24807;24730;24907;24417;22816;23796;22892;21964;0;20780
323115;Minneapolis-St. Paul-Bloomington, MN-WI;MN;50603;49574;49844;52105;49637;42259;0;0;0;0;*
